0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002060858	-0.001210593	0.6568694
0.002054589	-0.001210909	0.6568651
0.002054589	-0.001210909	0.6568651
0.002054589	-0.001210909	0.6568651
0.002054589	-0.001210909	0.6568651
0.002054589	-0.001210909	0.6568651
0.002054589	-0.001210909	0.6568651
0.002054589	-0.001210909	0.6568651
0.002048355	-0.001215621	0.6568645
0.002048355	-0.001215621	0.6568645
0.002048355	-0.001215621	0.6568645
0.002033256	-0.001202522	0.6568425
0.002033256	-0.001202522	0.6568425
0.002033256	-0.001202522	0.6568425
0.002033256	-0.001202522	0.6568425
0.002037043	-0.001197132	0.6568408
0.002037043	-0.001197132	0.6568408
0.002037043	-0.001197132	0.6568408
0.00205235	-0.001208567	0.6568615
0.00205235	-0.001208567	0.6568615
0.00205235	-0.001208567	0.6568615
0.002047613	-0.001192952	0.656845
0.002047613	-0.001192952	0.656845
0.002047613	-0.001192952	0.656845
0.002047613	-0.001192952	0.656845
0.00207152	-0.001205325	0.6568727
0.00207152	-0.001205325	0.6568727
0.00207152	-0.001205325	0.6568727
0.002077054	-0.001205442	0.6568769
0.002077054	-0.001205442	0.6568769
0.002077054	-0.001205442	0.6568769
0.002059571	-0.001193217	0.656854
0.002059571	-0.001193217	0.656854
0.002059571	-0.001193217	0.656854
0.002059571	-0.001193217	0.656854
0.002063178	-0.00119466	0.6568578
0.002063178	-0.00119466	0.6568578
0.002063178	-0.00119466	0.6568578
0.002061479	-0.001202957	0.6568635
0.002061479	-0.001202957	0.6568635
0.002061479	-0.001202957	0.6568635
0.002047958	-0.001192874	0.6568452
0.002047958	-0.001192874	0.6568452
0.002047958	-0.001192874	0.6568452
0.002047958	-0.001192874	0.6568452
0.002037639	-0.001188843	0.6568342
0.002037639	-0.001188843	0.6568342
0.002037639	-0.001188843	0.6568342
0.002040013	-0.001185184	0.656833
0.002040013	-0.001185184	0.656833
0.002040013	-0.001185184	0.656833
0.002040877	-0.001193956	0.6568409
0.002040877	-0.001193956	0.6568409
0.002040877	-0.001193956	0.6568409
0.002040877	-0.001193956	0.6568409
0.002046153	-0.001204634	0.6568537
0.002046153	-0.001204634	0.6568537
0.002046153	-0.001204634	0.6568537
0.002044889	-0.001208857	0.6568563
0.002044889	-0.001208857	0.6568563
0.002044889	-0.001208857	0.6568563
0.002034445	-0.001205882	0.6568462
0.002034445	-0.001205882	0.6568462
0.002034445	-0.001205882	0.6568462
0.002034445	-0.001205882	0.6568462
0.00204335	-0.001196891	0.6568452
0.00204335	-0.001196891	0.6568452
0.00204335	-0.001196891	0.6568452
0.002055774	-0.001194152	0.656852
0.002055774	-0.001194152	0.656852
0.002055774	-0.001194152	0.656852
0.002052299	-0.001195525	0.6568506
0.002052299	-0.001195525	0.6568506
0.002052299	-0.001195525	0.6568506
0.002052299	-0.001195525	0.6568506
0.002056146	-0.001191495	0.65685
0.002056146	-0.001191495	0.65685
0.002056146	-0.001191495	0.65685
